no;id;G;D;time_period;Y
3701;926;3;0.569678541;1;2.871824749
3702;926;3;0.569678541;2;5.463023638
3703;926;3;0.569678541;3;6.116558543
3704;926;3;0.569678541;4;6.896077453
3705;927;0;0;1;1.915485815
3706;927;0;0;2;0.715371667
3707;927;0;0;3;3.481145078
3708;927;0;0;4;4.384091154
3709;928;4;0.603760155;1;4.914105595
3710;928;4;0.603760155;2;6.70059434
3711;928;4;0.603760155;3;6.580423952
3712;928;4;0.603760155;4;10.2682248
3713;929;2;0.562953432;1;4.167502024
3714;929;2;0.562953432;2;1.940483113
3715;929;2;0.562953432;3;4.09753105
3716;929;2;0.562953432;4;4.129880755
3717;930;2;0.086464845;1;3.517288467
3718;930;2;0.086464845;2;4.094566511
3719;930;2;0.086464845;3;7.162343269
3720;930;2;0.086464845;4;6.69320622
3721;931;2;0.814798962;1;1.752398496
3722;931;2;0.814798962;2;1.715787848
3723;931;2;0.814798962;3;3.843917293
3724;931;2;0.814798962;4;5.069482586
3725;932;0;0;1;0.858988921
3726;932;0;0;2;1.348178857
3727;932;0;0;3;3.632145654
3728;932;0;0;4;4.370275274
3729;933;2;0.681710751;1;5.085434202
3730;933;2;0.681710751;2;5.19281629
3731;933;2;0.681710751;3;7.339879186
3732;933;2;0.681710751;4;6.977725671
3733;934;4;0.294674546;1;4.225112336
3734;934;4;0.294674546;2;6.453669613
3735;934;4;0.294674546;3;5.89303446
3736;934;4;0.294674546;4;6.56845128
3737;935;2;0.311893497;1;4.004210037
3738;935;2;0.311893497;2;4.545087166
3739;935;2;0.311893497;3;5.61112052
3740;935;2;0.311893497;4;6.969019887
3741;936;4;0.541220824;1;6.14214184
3742;936;4;0.541220824;2;5.777859109
3743;936;4;0.541220824;3;6.772196717
3744;936;4;0.541220824;4;9.231148823
3745;937;2;0.743938419;1;2.036158973
3746;937;2;0.743938419;2;2.033753352
3747;937;2;0.743938419;3;3.485190797
3748;937;2;0.743938419;4;3.272396365
3749;938;4;0.830570977;1;6.749722126
3750;938;4;0.830570977;2;6.468019174
3751;938;4;0.830570977;3;6.785848288
3752;938;4;0.830570977;4;9.684145164
3753;939;3;0.802253402;1;2.441167438
3754;939;3;0.802253402;2;4.845738554
3755;939;3;0.802253402;3;4.200450389
3756;939;3;0.802253402;4;5.123701973
3757;940;4;0.723499847;1;2.574140874
3758;940;4;0.723499847;2;3.586793315
3759;940;4;0.723499847;3;5.174299207
3760;940;4;0.723499847;4;6.200500052
3761;941;0;0;1;1.849933475
3762;941;0;0;2;4.866330535
3763;941;0;0;3;6.055018089
3764;941;0;0;4;5.596357652
3765;942;4;0.221341388;1;6.236440637
3766;942;4;0.221341388;2;6.633186188
3767;942;4;0.221341388;3;6.551899144
3768;942;4;0.221341388;4;8.586948908
3769;943;0;0;1;2.739371699
3770;943;0;0;2;2.970983479
3771;943;0;0;3;4.075190522
3772;943;0;0;4;5.981896747
3773;944;0;0;1;1.012815293
3774;944;0;0;2;1.680479084
3775;944;0;0;3;1.488811602
3776;944;0;0;4;5.412018052
3777;945;4;0.830629662;1;4.875765123
3778;945;4;0.830629662;2;6.443191323
3779;945;4;0.830629662;3;7.49388589
3780;945;4;0.830629662;4;7.390542619
3781;946;4;0.354746086;1;4.487222051
3782;946;4;0.354746086;2;6.176451368
3783;946;4;0.354746086;3;6.796151598
3784;946;4;0.354746086;4;8.27377614
3785;947;3;0.79094665;1;2.897440023
3786;947;3;0.79094665;2;3.277326556
3787;947;3;0.79094665;3;6.546177326
3788;947;3;0.79094665;4;5.031994657
3789;948;2;0.308486323;1;2.994831013
3790;948;2;0.308486323;2;2.578860498
3791;948;2;0.308486323;3;4.865271908
3792;948;2;0.308486323;4;4.721057766
3793;949;3;0.429968187;1;4.171128124
3794;949;3;0.429968187;2;3.461618233
3795;949;3;0.429968187;3;8.391745993
3796;949;3;0.429968187;4;7.496895627
3797;950;3;0.108524265;1;3.8576547
3798;950;3;0.108524265;2;4.431322909
3799;950;3;0.108524265;3;5.442063413
3800;950;3;0.108524265;4;5.373117227
3801;951;4;0.79577749;1;6.208020246
3802;951;4;0.79577749;2;6.191863828
3803;951;4;0.79577749;3;7.317041477
3804;951;4;0.79577749;4;7.368472873
3805;952;0;0;1;-1.66943594
3806;952;0;0;2;3.279938426
3807;952;0;0;3;0.599432011
3808;952;0;0;4;-0.041968606
3809;953;3;0.909974282;1;1.82389272
3810;953;3;0.909974282;2;3.363441123
3811;953;3;0.909974282;3;3.938961841
3812;953;3;0.909974282;4;6.383177429
3813;954;0;0;1;-1.327816639
3814;954;0;0;2;1.634181895
3815;954;0;0;3;1.763142541
3816;954;0;0;4;4.545971929
3817;955;0;0;1;0.47318824
3818;955;0;0;2;1.988164212
3819;955;0;0;3;5.093411606
3820;955;0;0;4;3.03912822
3821;956;2;0.348795195;1;2.789917656
3822;956;2;0.348795195;2;4.060402622
3823;956;2;0.348795195;3;7.505922788
3824;956;2;0.348795195;4;7.022212236
3825;957;0;0;1;-1.702093502
3826;957;0;0;2;-0.334825232
3827;957;0;0;3;2.673092872
3828;957;0;0;4;3.129975902
3829;958;3;0.819975522;1;4.494148709
3830;958;3;0.819975522;2;3.239851613
3831;958;3;0.819975522;3;5.954934269
3832;958;3;0.819975522;4;8.053603744
3833;959;2;0.819248773;1;0.738524214
3834;959;2;0.819248773;2;3.052430747
3835;959;2;0.819248773;3;2.43190611
3836;959;2;0.819248773;4;7.836368846
3837;960;4;0.02669928;1;6.25999624
3838;960;4;0.02669928;2;7.847722242
3839;960;4;0.02669928;3;7.783617441
3840;960;4;0.02669928;4;8.627014785
3841;961;2;0.216221752;1;4.260888286
3842;961;2;0.216221752;2;5.813406153
3843;961;2;0.216221752;3;4.121173552
3844;961;2;0.216221752;4;8.353153289
3845;962;3;0.128317567;1;4.861987788
3846;962;3;0.128317567;2;3.629668796
3847;962;3;0.128317567;3;7.008664751
3848;962;3;0.128317567;4;8.2752272
3849;963;0;0;1;-0.260082391
3850;963;0;0;2;-0.022046477
3851;963;0;0;3;1.315237982
3852;963;0;0;4;2.758557666
3853;964;0;0;1;0.407300485
3854;964;0;0;2;0.387471216
3855;964;0;0;3;3.064222717
3856;964;0;0;4;3.329504757
3857;965;2;0.781717972;1;1.571059444
3858;965;2;0.781717972;2;2.989064293
3859;965;2;0.781717972;3;3.97284881
3860;965;2;0.781717972;4;6.497515814
3861;966;2;0.004986233;1;5.287087927
3862;966;2;0.004986233;2;4.591697071
3863;966;2;0.004986233;3;6.886433343
3864;966;2;0.004986233;4;7.183181028
3865;967;4;0.078704514;1;6.719766123
3866;967;4;0.078704514;2;6.301853361
3867;967;4;0.078704514;3;8.580790097
3868;967;4;0.078704514;4;9.069876044
3869;968;2;0.425051859;1;2.11108122
3870;968;2;0.425051859;2;3.501353379
3871;968;2;0.425051859;3;4.49424168
3872;968;2;0.425051859;4;6.356709015
3873;969;4;0.616932294;1;4.104669484
3874;969;4;0.616932294;2;5.379876955
3875;969;4;0.616932294;3;5.50469109
3876;969;4;0.616932294;4;7.600495657
3877;970;3;0.48266098;1;4.882965975
3878;970;3;0.48266098;2;6.376711003
3879;970;3;0.48266098;3;2.89387013
3880;970;3;0.48266098;4;7.717428695
3881;971;0;0;1;0.787615195
3882;971;0;0;2;-0.70841455
3883;971;0;0;3;2.167690305
3884;971;0;0;4;2.786235274
3885;972;4;0.099230759;1;5.775880421
3886;972;4;0.099230759;2;5.767682907
3887;972;4;0.099230759;3;6.439225424
3888;972;4;0.099230759;4;9.674806088
3889;973;2;0.145256494;1;2.874662714
3890;973;2;0.145256494;2;2.272641975
3891;973;2;0.145256494;3;4.824278113
3892;973;2;0.145256494;4;6.493621965
3893;974;0;0;1;1.169107947
3894;974;0;0;2;3.268754091
3895;974;0;0;3;3.625383486
3896;974;0;0;4;4.997350468
3897;975;2;0.333926269;1;2.459773363
3898;975;2;0.333926269;2;3.055438545
3899;975;2;0.333926269;3;3.21787959
3900;975;2;0.333926269;4;5.884699752
3901;976;4;0.702034384;1;4.85920099
3902;976;4;0.702034384;2;8.158787933
3903;976;4;0.702034384;3;8.028882119
3904;976;4;0.702034384;4;8.122929266
3905;977;4;0.682803346;1;2.942906307
3906;977;4;0.682803346;2;6.547160824
3907;977;4;0.682803346;3;5.778302836
3908;977;4;0.682803346;4;7.569517544
3909;978;2;0.595706575;1;1.044190568
3910;978;2;0.595706575;2;3.416256172
3911;978;2;0.595706575;3;4.84179818
3912;978;2;0.595706575;4;6.542996812
3913;979;0;0;1;-1.664969921
3914;979;0;0;2;0.633474273
3915;979;0;0;3;3.1414605
3916;979;0;0;4;2.177098001
3917;980;4;0.128008373;1;5.575408531
3918;980;4;0.128008373;2;4.049646318
3919;980;4;0.128008373;3;5.304786277
3920;980;4;0.128008373;4;5.141116576
3921;981;0;0;1;0.609253793
3922;981;0;0;2;0.63296042
3923;981;0;0;3;3.174559394
3924;981;0;0;4;4.010371114
3925;982;0;0;1;1.574534824
3926;982;0;0;2;0.676868319
3927;982;0;0;3;3.916752745
3928;982;0;0;4;5.56488899
3929;983;2;0.583986868;1;0.391746032
3930;983;2;0.583986868;2;1.601785807
3931;983;2;0.583986868;3;2.563969186
3932;983;2;0.583986868;4;4.162213073
3933;984;4;0.210745182;1;2.718341543
3934;984;4;0.210745182;2;5.275357108
3935;984;4;0.210745182;3;6.109218502
3936;984;4;0.210745182;4;7.374322605
3937;985;0;0;1;0.550395623
3938;985;0;0;2;1.370845196
3939;985;0;0;3;3.88102848
3940;985;0;0;4;3.333041165
3941;986;3;0.604608809;1;2.519602243
3942;986;3;0.604608809;2;5.674134315
3943;986;3;0.604608809;3;6.545036097
3944;986;3;0.604608809;4;5.578651038
3945;987;2;0.159511766;1;2.801774294
3946;987;2;0.159511766;2;3.565588851
3947;987;2;0.159511766;3;5.851954511
3948;987;2;0.159511766;4;6.908841341
3949;988;0;0;1;0.831896089
3950;988;0;0;2;1.412664774
3951;988;0;0;3;3.168767706
3952;988;0;0;4;3.038499421
3953;989;2;0.85149617;1;4.247896698
3954;989;2;0.85149617;2;3.652215427
3955;989;2;0.85149617;3;5.327327696
3956;989;2;0.85149617;4;6.874435665
3957;990;2;0.783342307;1;4.103359991
3958;990;2;0.783342307;2;3.606572491
3959;990;2;0.783342307;3;5.988341987
3960;990;2;0.783342307;4;7.457038195
3961;991;3;0.956039818;1;3.393334568
3962;991;3;0.956039818;2;4.187843387
3963;991;3;0.956039818;3;3.488903122
3964;991;3;0.956039818;4;5.203131041
3965;992;4;0.73001275;1;5.404875376
3966;992;4;0.73001275;2;6.928071001
3967;992;4;0.73001275;3;5.320963078
3968;992;4;0.73001275;4;6.440269081
3969;993;0;0;1;0.966658778
3970;993;0;0;2;2.818701764
3971;993;0;0;3;1.158706803
3972;993;0;0;4;1.856242874
3973;994;2;0.46234866;1;2.555778984
3974;994;2;0.46234866;2;2.306391832
3975;994;2;0.46234866;3;3.008543509
3976;994;2;0.46234866;4;3.976800388
3977;995;4;0.874292014;1;4.523662124
3978;995;4;0.874292014;2;5.76598448
3979;995;4;0.874292014;3;7.250429494
3980;995;4;0.874292014;4;5.887256732
3981;996;2;0.360071238;1;2.980875171
3982;996;2;0.360071238;2;1.891839583
3983;996;2;0.360071238;3;4.98639192
3984;996;2;0.360071238;4;6.254767391
3985;997;0;0;1;1.549397003
3986;997;0;0;2;3.316314999
3987;997;0;0;3;4.927126956
3988;997;0;0;4;2.428227866
3989;998;3;0.266903644;1;1.890121557
3990;998;3;0.266903644;2;4.666219005
3991;998;3;0.266903644;3;6.009991251
3992;998;3;0.266903644;4;5.827834546
3993;999;0;0;1;2.082107637
3994;999;0;0;2;0.767444408
3995;999;0;0;3;3.31207019
3996;999;0;0;4;4.484473513
3997;1000;2;0.926849604;1;0.782234831
3998;1000;2;0.926849604;2;4.867144979
3999;1000;2;0.926849604;3;4.850382306
4000;1000;2;0.926849604;4;6.71904028
4001;1001;0;0;1;-0.750167388
4002;1001;0;0;2;0.979830775
4003;1001;0;0;3;2.563263172
4004;1001;0;0;4;3.622567535
4005;1002;3;0.323055818;1;5.57116329
4006;1002;3;0.323055818;2;3.800494664
4007;1002;3;0.323055818;3;5.919583258
4008;1002;3;0.323055818;4;6.29993074
4009;1003;2;0.696393404;1;1.977992756
4010;1003;2;0.696393404;2;3.407217856
4011;1003;2;0.696393404;3;4.400352153
4012;1003;2;0.696393404;4;5.12343279
4013;1004;3;0.248066345;1;3.079618861
4014;1004;3;0.248066345;2;4.998344228
4015;1004;3;0.248066345;3;7.865897768
4016;1004;3;0.248066345;4;5.083007857
4017;1005;0;0;1;1.066954935
4018;1005;0;0;2;0.322092175
4019;1005;0;0;3;1.218943662
4020;1005;0;0;4;2.869786382
4021;1006;3;0.573395002;1;2.130875256
4022;1006;3;0.573395002;2;5.498810604
4023;1006;3;0.573395002;3;7.099234939
4024;1006;3;0.573395002;4;5.957091219
4025;1007;3;0.967053719;1;3.911913868
4026;1007;3;0.967053719;2;0.932420509
4027;1007;3;0.967053719;3;5.977938012
4028;1007;3;0.967053719;4;7.167828163
4029;1008;2;0.885270549;1;3.891276352
4030;1008;2;0.885270549;2;3.501475029
4031;1008;2;0.885270549;3;7.79813775
4032;1008;2;0.885270549;4;3.804993045
4033;1009;0;0;1;4.093006065
4034;1009;0;0;2;3.619449899
4035;1009;0;0;3;5.315176682
4036;1009;0;0;4;7.010452554
4037;1010;0;0;1;0.512412162
4038;1010;0;0;2;1.846977211
4039;1010;0;0;3;2.861310812
4040;1010;0;0;4;6.144256433
4041;1011;3;0.360097998;1;6.626084804
4042;1011;3;0.360097998;2;7.69650969
4043;1011;3;0.360097998;3;8.108885493
4044;1011;3;0.360097998;4;8.800871677
4045;1012;0;0;1;-0.595663974
4046;1012;0;0;2;1.128858247
4047;1012;0;0;3;2.276343192
4048;1012;0;0;4;2.861118993
4049;1013;2;0.132880597;1;2.675046539
4050;1013;2;0.132880597;2;4.04086963
4051;1013;2;0.132880597;3;5.444352123
4052;1013;2;0.132880597;4;5.840371039
4053;1014;4;0.088164427;1;3.363226541
4054;1014;4;0.088164427;2;5.465506917
4055;1014;4;0.088164427;3;4.423891513
4056;1014;4;0.088164427;4;5.950126358
4057;1015;4;0.690024046;1;4.503938879
4058;1015;4;0.690024046;2;5.311750029
4059;1015;4;0.690024046;3;5.094729972
4060;1015;4;0.690024046;4;8.322053788
4061;1016;3;0.160582769;1;6.206089245
4062;1016;3;0.160582769;2;7.26267687
4063;1016;3;0.160582769;3;8.344367357
4064;1016;3;0.160582769;4;7.667920867
4065;1017;4;0.084634838;1;6.978352932
4066;1017;4;0.084634838;2;9.48849178
4067;1017;4;0.084634838;3;8.65221205
4068;1017;4;0.084634838;4;9.419877079
4069;1018;4;0.34418718;1;5.309792004
4070;1018;4;0.34418718;2;4.665778803
4071;1018;4;0.34418718;3;7.241825658
4072;1018;4;0.34418718;4;7.953590407
4073;1019;3;0.710966395;1;4.348552463
4074;1019;3;0.710966395;2;3.86101494
4075;1019;3;0.710966395;3;6.367794723
4076;1019;3;0.710966395;4;9.039697754
4077;1020;0;0;1;-0.245323574
4078;1020;0;0;2;-0.813863162
4079;1020;0;0;3;1.725226574
4080;1020;0;0;4;3.244661683
4081;1021;2;0.315376185;1;2.836763117
4082;1021;2;0.315376185;2;6.366005452
4083;1021;2;0.315376185;3;6.319915064
4084;1021;2;0.315376185;4;4.728336836
4085;1022;3;0.042417772;1;3.729875589
4086;1022;3;0.042417772;2;2.768447314
4087;1022;3;0.042417772;3;5.566956504
4088;1022;3;0.042417772;4;6.504026673
4089;1023;2;0.889313197;1;3.2169526
4090;1023;2;0.889313197;2;3.674636539
4091;1023;2;0.889313197;3;2.827595216
4092;1023;2;0.889313197;4;5.185685929
4093;1024;0;0;1;0.184127326
4094;1024;0;0;2;1.092196551
4095;1024;0;0;3;1.572983294
4096;1024;0;0;4;3.15333701
4097;1025;3;0.837564143;1;6.073717865
4098;1025;3;0.837564143;2;5.741493157
4099;1025;3;0.837564143;3;6.167225737
4100;1025;3;0.837564143;4;8.182595045
4101;1026;3;0.541033864;1;4.605762349
4102;1026;3;0.541033864;2;5.156507682
4103;1026;3;0.541033864;3;7.897358383
4104;1026;3;0.541033864;4;6.72044805
4105;1027;0;0;1;1.417527083
4106;1027;0;0;2;3.507195175
4107;1027;0;0;3;3.348556696
4108;1027;0;0;4;4.242325627
4109;1028;4;0.719215001;1;4.839404024
4110;1028;4;0.719215001;2;5.283870649
4111;1028;4;0.719215001;3;7.365143742
4112;1028;4;0.719215001;4;7.667700347
4113;1029;3;0.2997196;1;4.961722522
4114;1029;3;0.2997196;2;7.979453676
4115;1029;3;0.2997196;3;6.371631936
4116;1029;3;0.2997196;4;8.398296456
4117;1030;3;0.259937384;1;3.634791622
4118;1030;3;0.259937384;2;2.814080881
4119;1030;3;0.259937384;3;5.155748442
4120;1030;3;0.259937384;4;5.096176716
4121;1031;2;0.978125078;1;2.986120335
4122;1031;2;0.978125078;2;3.950131872
4123;1031;2;0.978125078;3;5.785497555
4124;1031;2;0.978125078;4;4.552208841
4125;1032;0;0;1;0.372119986
4126;1032;0;0;2;2.27852516
4127;1032;0;0;3;5.583096291
4128;1032;0;0;4;5.366170474
4129;1033;2;0.231447189;1;2.50243162
4130;1033;2;0.231447189;2;3.029047658
4131;1033;2;0.231447189;3;4.597773388
4132;1033;2;0.231447189;4;5.011856545
4133;1034;0;0;1;0.693036292
4134;1034;0;0;2;2.194614486
4135;1034;0;0;3;1.039922792
4136;1034;0;0;4;3.868187418
4137;1035;4;0.109232055;1;3.206182668
4138;1035;4;0.109232055;2;2.897429285
4139;1035;4;0.109232055;3;5.135302651
4140;1035;4;0.109232055;4;4.798595508
4141;1036;3;0.810048104;1;5.79341207
4142;1036;3;0.810048104;2;7.680522124
4143;1036;3;0.810048104;3;7.886908234
4144;1036;3;0.810048104;4;8.535591809
4145;1037;4;0.547097823;1;3.970598918
4146;1037;4;0.547097823;2;4.850646134
4147;1037;4;0.547097823;3;5.84403385
4148;1037;4;0.547097823;4;9.728402714
4149;1038;3;0.041405445;1;3.193895279
4150;1038;3;0.041405445;2;2.85566162
4151;1038;3;0.041405445;3;6.505375252
4152;1038;3;0.041405445;4;6.29766889
4153;1039;0;0;1;-0.301752285
4154;1039;0;0;2;1.450943615
4155;1039;0;0;3;3.232648611
4156;1039;0;0;4;3.763468046
4157;1040;3;0.006329085;1;5.814146877
4158;1040;3;0.006329085;2;5.238063183
4159;1040;3;0.006329085;3;8.057180745
4160;1040;3;0.006329085;4;5.844073963
4161;1041;0;0;1;0.542396081
4162;1041;0;0;2;2.623982979
4163;1041;0;0;3;4.056860706
4164;1041;0;0;4;5.373532324
4165;1042;3;0.697088952;1;4.431627636
4166;1042;3;0.697088952;2;6.090951977
4167;1042;3;0.697088952;3;5.939329694
4168;1042;3;0.697088952;4;8.33352385
4169;1043;3;0.693210013;1;4.316231887
4170;1043;3;0.693210013;2;7.004032098
4171;1043;3;0.693210013;3;6.986026906
4172;1043;3;0.693210013;4;8.515650271
4173;1044;4;0.348952417;1;2.16799221
4174;1044;4;0.348952417;2;5.84178544
4175;1044;4;0.348952417;3;5.825406483
4176;1044;4;0.348952417;4;7.601174961
4177;1045;0;0;1;-0.883213904
4178;1045;0;0;2;-1.59777958
4179;1045;0;0;3;0.605846151
4180;1045;0;0;4;2.949347325
4181;1046;4;0.824455554;1;5.191295536
4182;1046;4;0.824455554;2;5.614259777
4183;1046;4;0.824455554;3;7.076161835
4184;1046;4;0.824455554;4;8.384945612
4185;1047;4;0.816140908;1;3.520419026
4186;1047;4;0.816140908;2;6.141724365
4187;1047;4;0.816140908;3;7.487976841
4188;1047;4;0.816140908;4;7.909549535
4189;1048;2;0.028525989;1;4.45650219
4190;1048;2;0.028525989;2;5.542271245
4191;1048;2;0.028525989;3;7.879917696
4192;1048;2;0.028525989;4;6.043431879
4193;1049;2;0.187777185;1;3.018271098
4194;1049;2;0.187777185;2;3.843327072
4195;1049;2;0.187777185;3;5.077323676
4196;1049;2;0.187777185;4;8.59265457
4197;1050;0;0;1;0.010409251
4198;1050;0;0;2;0.356203806
4199;1050;0;0;3;2.421421193
4200;1050;0;0;4;2.793700978
4201;1051;2;0.87566599;1;3.335778757
4202;1051;2;0.87566599;2;4.191206409
4203;1051;2;0.87566599;3;4.235957982
4204;1051;2;0.87566599;4;6.877889558
4205;1052;0;0;1;-0.276591797
4206;1052;0;0;2;1.528203175
4207;1052;0;0;3;2.396608948
4208;1052;0;0;4;3.954958103
4209;1053;3;0.64892222;1;4.595847483
4210;1053;3;0.64892222;2;4.098726399
4211;1053;3;0.64892222;3;4.932692631
4212;1053;3;0.64892222;4;4.914377024
4213;1054;3;0.587996608;1;1.042026959
4214;1054;3;0.587996608;2;3.680595511
4215;1054;3;0.587996608;3;4.282035656
4216;1054;3;0.587996608;4;5.883876956
4217;1055;4;0.618967906;1;4.937990952
4218;1055;4;0.618967906;2;5.891408408
4219;1055;4;0.618967906;3;7.659910203
4220;1055;4;0.618967906;4;7.676228179
4221;1056;2;0.043928333;1;4.294706801
4222;1056;2;0.043928333;2;4.977833616
4223;1056;2;0.043928333;3;4.252022839
4224;1056;2;0.043928333;4;8.563467235
4225;1057;3;0.193129754;1;2.300535866
4226;1057;3;0.193129754;2;4.017496085
4227;1057;3;0.193129754;3;7.700420714
4228;1057;3;0.193129754;4;6.696316077
4229;1058;0;0;1;-0.181293137
4230;1058;0;0;2;0.664679099
4231;1058;0;0;3;1.923928883
4232;1058;0;0;4;3.195404694
4233;1059;4;0.258227794;1;4.063636752
4234;1059;4;0.258227794;2;6.084869147
4235;1059;4;0.258227794;3;6.523533769
4236;1059;4;0.258227794;4;6.805655548
4237;1060;0;0;1;1.911593817
4238;1060;0;0;2;0.457811521
4239;1060;0;0;3;0.14409196
4240;1060;0;0;4;3.844509876
4241;1061;4;0.86113803;1;3.611283285
4242;1061;4;0.86113803;2;5.405088219
4243;1061;4;0.86113803;3;6.801572517
4244;1061;4;0.86113803;4;6.700544775
4245;1062;4;0.412513205;1;4.474787938
4246;1062;4;0.412513205;2;5.457005152
4247;1062;4;0.412513205;3;6.337634555
4248;1062;4;0.412513205;4;9.159236625
4249;1063;0;0;1;0.809998867
4250;1063;0;0;2;1.719387886
4251;1063;0;0;3;1.228799911
4252;1063;0;0;4;2.410081549
4253;1064;2;0.226528143;1;3.378388935
4254;1064;2;0.226528143;2;3.910973348
4255;1064;2;0.226528143;3;4.376377512
4256;1064;2;0.226528143;4;7.137679681
4257;1065;3;0.307754974;1;7.910705661
4258;1065;3;0.307754974;2;7.168278303
4259;1065;3;0.307754974;3;6.443860854
4260;1065;3;0.307754974;4;7.423083873
4261;1066;0;0;1;0.285884253
4262;1066;0;0;2;2.410089533
4263;1066;0;0;3;1.339798437
4264;1066;0;0;4;3.085743623
4265;1067;0;0;1;1.591273046
4266;1067;0;0;2;1.440317464
4267;1067;0;0;3;0.618737464
4268;1067;0;0;4;2.777311734
4269;1068;2;0.887159767;1;1.682997191
4270;1068;2;0.887159767;2;3.236998119
4271;1068;2;0.887159767;3;1.591123232
4272;1068;2;0.887159767;4;4.338049142
4273;1069;4;0.931190958;1;6.947681647
4274;1069;4;0.931190958;2;8.036680696
4275;1069;4;0.931190958;3;9.098257606
4276;1069;4;0.931190958;4;9.692342404
4277;1070;2;0.86288423;1;4.077925672
4278;1070;2;0.86288423;2;3.808305714
4279;1070;2;0.86288423;3;3.543820517
4280;1070;2;0.86288423;4;5.69570046
4281;1071;2;0.341542036;1;3.061564173
4282;1071;2;0.341542036;2;4.397692048
4283;1071;2;0.341542036;3;5.160482163
4284;1071;2;0.341542036;4;5.723695548
4285;1072;2;0.851431882;1;1.176766488
4286;1072;2;0.851431882;2;3.748639203
4287;1072;2;0.851431882;3;5.630552808
4288;1072;2;0.851431882;4;4.553108678
4289;1073;3;0.044510925;1;5.532764638
4290;1073;3;0.044510925;2;4.5751316
4291;1073;3;0.044510925;3;4.774233296
4292;1073;3;0.044510925;4;8.420607556
4293;1074;2;0.805938787;1;1.098046821
4294;1074;2;0.805938787;2;2.860072957
4295;1074;2;0.805938787;3;4.189913352
4296;1074;2;0.805938787;4;4.618899091
4297;1075;4;0.732202789;1;5.021893401
4298;1075;4;0.732202789;2;7.147750043
4299;1075;4;0.732202789;3;8.196241679
4300;1075;4;0.732202789;4;9.980360686
4301;1076;2;0.685012187;1;4.170098602
4302;1076;2;0.685012187;2;7.224724158
4303;1076;2;0.685012187;3;3.36811117
4304;1076;2;0.685012187;4;6.881810236
4305;1077;3;0.521184381;1;5.990514136
4306;1077;3;0.521184381;2;5.57448616
4307;1077;3;0.521184381;3;7.280800191
4308;1077;3;0.521184381;4;8.893740952
4309;1078;3;0.513342185;1;3.79278096
4310;1078;3;0.513342185;2;5.034128578
4311;1078;3;0.513342185;3;6.864169364
4312;1078;3;0.513342185;4;8.449216509
4313;1079;4;0.235055454;1;6.633356696
4314;1079;4;0.235055454;2;6.974713216
4315;1079;4;0.235055454;3;7.190705685
4316;1079;4;0.235055454;4;8.742301548
4317;1080;3;0.529392263;1;4.013768328
4318;1080;3;0.529392263;2;2.402786394
4319;1080;3;0.529392263;3;5.500893446
4320;1080;3;0.529392263;4;5.051427288
4321;1081;4;0.246395992;1;7.01805436
4322;1081;4;0.246395992;2;5.337689997
4323;1081;4;0.246395992;3;7.555397212
4324;1081;4;0.246395992;4;10.60592619
4325;1082;0;0;1;0.237100497
4326;1082;0;0;2;2.054095334
4327;1082;0;0;3;1.634341258
4328;1082;0;0;4;4.085573852
4329;1083;0;0;1;0.999417605
4330;1083;0;0;2;1.129260691
4331;1083;0;0;3;2.202365104
4332;1083;0;0;4;5.069788878
4333;1084;3;0.959017986;1;7.440409481
4334;1084;3;0.959017986;2;5.508608462
4335;1084;3;0.959017986;3;7.49551187
4336;1084;3;0.959017986;4;9.472193958
4337;1085;3;0.480892074;1;7.236612767
4338;1085;3;0.480892074;2;7.531701048
4339;1085;3;0.480892074;3;6.565506941
4340;1085;3;0.480892074;4;9.521832886
4341;1086;3;0.022700433;1;6.461054007
4342;1086;3;0.022700433;2;8.299582829
4343;1086;3;0.022700433;3;8.809182594
4344;1086;3;0.022700433;4;9.224130082
4345;1087;3;0.534208009;1;3.916650633
4346;1087;3;0.534208009;2;2.610855663
4347;1087;3;0.534208009;3;6.113204304
4348;1087;3;0.534208009;4;6.661550711
4349;1088;2;0.6113285;1;3.475780191
4350;1088;2;0.6113285;2;3.999741328
4351;1088;2;0.6113285;3;6.229984541
4352;1088;2;0.6113285;4;6.000035517
4353;1089;3;0.412693028;1;-0.057764509
4354;1089;3;0.412693028;2;3.879476127
4355;1089;3;0.412693028;3;3.846978144
4356;1089;3;0.412693028;4;6.153880608
4357;1090;4;0.800096794;1;4.305139116
4358;1090;4;0.800096794;2;6.299900723
4359;1090;4;0.800096794;3;6.55006564
4360;1090;4;0.800096794;4;6.665992563
4361;1091;2;0.719530903;1;2.019067839
4362;1091;2;0.719530903;2;2.978711505
4363;1091;2;0.719530903;3;3.45361382
4364;1091;2;0.719530903;4;5.164073229
4365;1092;2;0.194511875;1;3.983508491
4366;1092;2;0.194511875;2;2.941569179
4367;1092;2;0.194511875;3;4.471551533
4368;1092;2;0.194511875;4;7.025164209
4369;1093;2;0.174622079;1;4.362783777
4370;1093;2;0.174622079;2;4.779920709
4371;1093;2;0.174622079;3;9.041684309
4372;1093;2;0.174622079;4;7.149326502
4373;1094;3;0.167205632;1;3.932621286
4374;1094;3;0.167205632;2;6.627998003
4375;1094;3;0.167205632;3;7.572948138
4376;1094;3;0.167205632;4;8.77565511
4377;1095;4;0.209619957;1;6.816922422
4378;1095;4;0.209619957;2;7.531838482
4379;1095;4;0.209619957;3;7.804510714
